"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","38","",".",".",".",".",".",".",".","50.0","2.6",".","",".","44.7","2.6",".",".","."
"FOOD SCI
390","Dept. Total","605","3.081","27.4","19.2","18.8","4.6","6.4","3.3","1.2","7.8","0.2","7.4","",".","2.8","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","4.000","12.5",".",".",".",".",".",".",".",".","87.5","",".",".",".",".",".","."
"Sophomore","","33","3.368","15.2","6.1",".","6.1",".",".",".",".",".","72.7","",".",".",".",".",".","."
"Junior","","79","3.006","30.4","21.5","13.9","5.1","8.9","6.3","1.3",".",".","11.4","",".",".","1.3",".",".","."
"Senior","","380","3.060","30.3","22.4","25.0","5.5","8.2","3.9","1.3","1.6",".","1.3","",".",".","0.5",".",".","."
"Undergraduates","","500","3.058","29.0","20.8","21.2","5.4","7.6","4.0","1.2","1.2",".","9.0","",".",".","0.6",".",".","."
"Special","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","101","3.535","18.8","11.9","7.9","1.0","1.0",".",".","39.6","1.0",".","",".","16.8","2.0",".",".","."
"","Dept. Total","605","3.081","27.4","19.2","18.8","4.6","6.4","3.3","1.2","7.8","0.2","7.4","",".","2.8","0.8",".",".","."
