"","990
054","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"","990
056","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Research and Thesis","Course Total","61","",".",".",".",".",".",".",".","23.0","1.6",".","",".","75.4",".",".",".","."
"Advanced Independent Study","999
006","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"F&W ECOL
396","Dept. Total","632","3.186","30.1","21.4","19.5","9.2","6.3","2.2","0.8","2.8","0.2",".","",".","7.3","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","2.884","20.7","24.1","20.7","17.2","6.9","3.4","6.9",".",".",".","",".",".",".",".",".","."
"Sophomore","","113","3.031","15.0","31.9","25.7","12.4","11.5","3.5",".",".",".",".","",".",".",".",".",".","."
"Junior","","142","3.133","30.3","21.8","25.4","9.2","8.5","4.2","0.7",".",".",".","",".",".",".",".",".","."
"Senior","","222","3.204","33.3","23.9","22.5","11.7","5.4","1.4","0.9","0.5",".",".","",".",".","0.5",".",".","."
"Undergraduates","","506","3.126","27.7","25.1","23.9","11.5","7.7","2.8","1.0","0.2",".",".","",".",".","0.2",".",".","."
"Special","","6","3.400","33.3",".",".",".","16.7",".",".","50.0",".",".","",".",".",".",".",".","."
"Graduate","","120","3.830","40.0","6.7","1.7",".",".",".",".","11.7","0.8",".","",".","38.3","0.8",".",".","."
"","Dept. Total","632","3.186","30.1","21.4","19.5","9.2","6.3","2.2","0.8","2.8","0.2",".","",".","7.3","0.3",".",".","."
