"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"","602
004","3","***","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"8th Semester Asian Language","Course Total","6","3.900","66.7","16.7",".",".",".","",".",".","16.7","",".",".","",".","",".","",".",".",".","."
"LCA LANG
522","Dept. Total","138","3.833","81.2","9.4","4.3","2.2","0.7","",".","0.7","1.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","24","3.914","87.5","8.3","4.2",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","30","3.825","73.3","16.7","3.3","3.3",".","",".",".","3.3","",".",".","",".","",".","",".",".",".","."
"Senior","","44","3.853","84.1","4.5","4.5","4.5",".","",".",".","2.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","103","3.846","81.6","8.7","3.9","2.9","1.0","",".",".","1.9","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.800","70.0","20.0","10.0",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","25","3.791","84.0","8.0","4.0",".",".","",".","4.0",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","138","3.833","81.2","9.4","4.3","2.2","0.7","",".","0.7","1.4","",".",".","",".","",".","",".",".",".","."
