"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","506
002","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
003","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","86","3.988","97.7","2.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Religion and Public Education","516
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Pract-Teach Soc Studies","559
001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Probs-Teaching World Lang","564
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Pract-Teaching Science","590
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Prac-Tch Engl Secn Schl","596
001","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Seminar on Literacy","604
001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","626
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","626
002","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","626
003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Action Research in Schools","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
005","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
630","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
045","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Dev School & Community","Course Total","","71","3.977","97.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg: Ratios & Proportions","637
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg: Conjecturing & Reasoning","640
001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","674
001","","6","3.667","50.0",".","16.7",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","002
674","","21","3.944","76.2","9.5",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","674
003","","20","3.853","65.0","15.0","5.0",".",".",".",".",".",".",".",".",".","15.0",".",".","."
"Adv Methods in Teaching ESL","Course Total","","47","3.866","68.1","10.6","4.3",".",".",".",".",".",".",".",".",".","17.0",".",".","."
"","675
001","","17","4.000","76.5",".",".",".",".",".",".",".",".",".",".",".","23.5",".",".","."
"","675
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
004","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","675
005","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
675","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"General Seminar","Course Total","","73","4.000","93.2",".",".",".",".",".",".",".",".",".",".",".","6.8",".",".","."
"","690
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","699
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
052","","7","4.000","42.9",".",".",".",".",".",".",".",".",".",".",".","57.1",".",".","."
"","699
056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 91 of 435",""
