"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","103","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","112","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","123","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","125","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","86","3.976","97.7","2.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"841
Advanced Organic Chemistry","001","","22","3.409","22.7","36.4","40.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"842
Advanced Organic Chemistry","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"860
Topics-Physical Chemistry","001","","13","3.717","30.8","46.2",".",".",".",".",".","23.1",".",".",".",".",".",".",".","."
"864
Statistical Mechanics","001","","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","002","","15","3.714","93.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Teaching of Chemistry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915
Struct&Bond-Inorg Compounds","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","157","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"942","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"942","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Physical Organic Chem","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
