"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
001","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
008","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
100","15","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
100","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","019
100","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
024","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","029
100","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","034
100","15","3.800","86.7",".",".","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","035
100","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
037","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","038
100","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
039","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","040
100","19","3.500","26.3","47.4","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
041","19","3.658","52.6","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","042
100","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","18","3.833","88.9",".","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","050
100","16","3.545","31.3","25.0","6.3",".","6.3",".",".",".",".",".",".",".","31.3",".",".","."
"Intro to College Composition","Course Total","533","3.895","83.9","10.7","3.8","0.4","0.4",".",".",".",".",".",".",".","0.9",".",".","."
"Intro-Theatre & Dramatic Lit","120
001","133","3.642","57.1","20.3","14.3","3.0","2.3","0.8",".","2.3",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","136","3.357","25.7","33.1","33.8","4.4","2.2",".","0.7",".",".",".",".",".",".",".",".","."
"Mystery and Crime Fiction","142
001","296","3.533","44.6","32.1","12.5","5.1","3.0","0.3","0.7","1.4",".",".",".",".","0.3",".",".","."
"Lit & Culture of Asian America","150
001","65","3.563","47.7","30.8","12.3","3.1","3.1","1.5",".",".",".",".",".",".","1.5",".",".","."
"Shakespeare","162
001","109","3.462","26.6","49.5","14.7","1.8","0.9",".","1.8","0.9",".",".",".",".",".",".","3.7","."
"Modern Literature","168
001","27","3.659","44.4","25.9","7.4",".","3.7",".",".",".",".",".",".",".","18.5",".",".","."
"Ethnic and Multicultural Lit","173
001","33","3.258","45.5","18.2","18.2","3.0","9.1",".","6.1",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media, Lit, Culture","178
001","182","3.489","43.4","34.1","11.5","6.6","2.2","0.5","1.6",".",".",".",".",".",".",".",".","."
"","182
001","19","3.500","26.3","47.4","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
