"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SLAVIC (SLAVIC LANGUAGES)","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"","102","001","14","3.462","50.0","28.6","7.1",".",".",".","7.1","7.1",".",".",".",".",".",".",".","."
"","102","003","20","3.775","70.0","25.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102","004","13","3.692","61.5","30.8",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"2nd Semester Russian","","Course Total","47","3.663","61.7","27.7","2.1",".","4.3",".","2.1","2.1",".",".",".",".",".",".",".","."
"Russ Honor Tutorial-Slav102","182","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204","001","10","3.667","70.0",".","10.0",".","10.0",".",".","10.0",".",".",".",".",".",".",".","."
"","204","002","15","3.367","46.7","13.3","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Russian","","Course Total","25","3.479","56.0","8.0","12.0","12.0","8.0",".",".","4.0",".",".",".",".",".",".",".","."
"Fourth Semester Polish","208","001","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Slavic Literatures","245","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"4th Semester Serbo-Croatian","252","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Eastern Europe:Interdis Survey","254","001","20","3.650","60.0","20.0","15.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","276","001","16","3.594","68.8","6.3","6.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","276","002","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Russian II","","Course Total","24","3.604","62.5","12.5","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Third Year Polish I","277","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Polish II","278","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"4th Sem Intensive Polish","304","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"5th Sem Intensive Polish","305","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Russian Lang & Culture II","316","001","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Year Russian II","322","001","12","3.727","66.7","16.7",".",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"Fourth Year Polish I","331","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Year Polish II","332","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Chekhov","420","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dostoevsky","422","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Russian Culture","434","001","8","3.625","75.0",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"4th Sem Intensive Serbo-Cro","442","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"18th Century Russian Lit","702","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","705","001","7","3.500","71.4","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"","799","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"The Structure of Russian","802","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"College Teaching of Russian","820","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","900","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","900","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Slavic Lit & Culture","","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","991","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 319 of 435",""
