"","990
097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
100","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","113","",".",".",".",".",".",".",".","71.7",".",".",".","28.3",".",".",".","."
"PHYSICS
754","Dept. Total","3513","3.094","26.2","21.6","21.5","13.9","10.6","1.9","0.5","2.5",".",".",".","0.9","0.2","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","137","3.070","33.6","17.5","18.2","12.4","13.1","5.1",".",".",".",".",".",".",".",".",".","."
"Sophomore","","691","2.998","20.5","21.6","24.2","18.2","12.7","1.9","0.7",".",".",".",".",".",".",".","0.1","."
"Junior","","1214","3.055","23.1","22.7","23.6","16.1","11.6","2.1","0.4",".",".",".",".",".","0.2",".",".","0.2"
"Senior","","1116","3.130","29.0","23.0","21.1","12.8","10.9","1.9","0.8","0.2",".",".",".",".","0.2",".",".","0.1"
"Undergraduates","","3158","3.067","25.1","22.3","22.6","15.3","11.7","2.1","0.6","0.1",".",".",".",".","0.2",".","0.0","0.1"
"Special","","35","3.245","34.3","14.3","14.3","11.4","11.4",".",".","8.6",".",".",".",".",".","2.9","2.9","."
"Graduate","","320","3.668","36.3","15.0","11.3","0.3","0.3",".",".","26.3",".",".",".","10.0","0.3",".","0.3","."
"","Dept. Total","3513","3.094","26.2","21.6","21.5","13.9","10.6","1.9","0.5","2.5",".",".",".","0.9","0.2","0.0","0.1","0.1"
