"","990
107","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
151","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
155","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
157","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","31","",".",".",".",".",".",".",".","71.0","",".",".","",".","29.0",".",".",".","."
"MATH
600","Dept. Total","6239","2.936","27.7","14.4","21.8","13.5","13.1","5.8","2.6","0.6","",".",".","",".","0.2","0.2","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","937","2.821","22.5","14.9","20.9","15.5","15.7","7.4","2.9","0.1","",".",".","",".",".","0.1",".",".","."
"Sophomore","","2392","2.957","24.8","15.2","24.7","15.1","12.9","5.2","1.8","0.0","",".",".","",".",".","0.3",".",".","."
"Junior","","1391","2.828","22.7","15.9","21.5","14.6","14.2","6.8","3.8",".","",".",".","",".",".","0.4","0.1",".","."
"Senior","","925","2.797","24.3","12.5","23.1","12.4","16.1","7.4","3.7","0.1","",".",".","",".",".","0.1",".","0.1","0.1"
"Undergraduates","","5645","2.881","23.8","14.9","23.0","14.6","14.2","6.3","2.8","0.1","",".",".","",".",".","0.2","0.0","0.0","0.0"
"Special","","202","3.551","61.9","12.9","12.9","3.5","3.0","2.5","1.0","2.0","",".",".","",".",".",".",".","0.5","."
"Graduate","","391","3.703","65.5","8.7","9.5","3.6","1.8","0.3","0.8","7.2","",".",".","",".","2.6",".",".","0.3","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","6239","2.936","27.7","14.4","21.8","13.5","13.1","5.8","2.6","0.6","",".",".","",".","0.2","0.2","0.0","0.0","0.0"
