"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","134","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","160","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","194","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","195","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","231","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","240","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","242","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","255","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","256","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","261","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","262","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","299","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","56","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"992","001","","24","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","002","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","004","","11","3.839","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar","Course Total","","63","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"998
Statistical Consulting","001","","12","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
