"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11258","3.300","40.2","16.9","17.5","6.5","7.1","2.1","0.5","5.3","0.0","1.0","",".","2.2","0.5","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","402","3.079","32.3","18.9","17.9","10.4","14.9","2.7","1.0",".",".","1.7","",".",".",".",".",".","."
"Sophomore","","1265","3.220","36.5","18.9","19.9","9.9","10.1","1.9","0.2",".",".","2.5","",".",".","0.2",".",".","."
"Junior","","2264","3.246","39.1","18.5","21.0","7.8","9.0","2.6","0.7",".",".","1.1","",".",".","0.2","0.0",".","."
"Senior","","5123","3.284","42.1","18.7","20.0","7.3","7.7","2.6","0.6","0.3",".","0.3","",".","0.0","0.4",".","0.0","."
"Undergraduates","","9054","3.256","40.2","18.7","20.1","7.9","8.7","2.5","0.6","0.2",".","0.8","",".","0.0","0.3","0.0","0.0","."
"Special","","246","3.420","41.1","17.1","18.3","4.1","3.7","1.6","0.4","8.1","0.8",".","",".",".","0.8","1.2","2.8","."
"Graduate","","1953","3.741","40.5","8.9","5.1","0.6","0.3","0.1","0.1","28.6","0.1","1.7","",".","12.7","1.3","0.1","0.1","."
"Prof Yr 3","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","5","***","","","","","","","","","",".","",".",".","20.0",".",".","."
"Professionals","","8","3.875","62.5","12.5",".",".",".",".",".","12.5",".",".","",".",".","12.5",".",".","."
"","College Total","11261","3.300","40.3","16.9","17.5","6.5","7.1","2.1","0.5","5.3","0.0","1.0","",".","2.2","0.5","0.0","0.1","."
