"","300
002","","4","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","300
003","","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Humanities Topics in EAS","Course Total","","17","3.500","47.1","23.5","11.8",".","11.8","",".","",".",".","",".",".","",".","",".","",".",".","5.9","."
"Social Studies Topics in EAS","301
001","","9","3.833","77.8","11.1","11.1",".",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"E A STDS
298","Dept. Total","","43","3.579","46.5","30.2","11.6","2.3","4.7","",".","",".","2.3","",".",".","",".","",".","",".",".","2.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","3","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","9","3.453","44.4","33.3",".","11.1","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.645","55.6","22.2","22.2",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","19","3.603","47.4","36.8","10.5",".","5.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","40","3.570","47.5","32.5","12.5","2.5","5.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","***","","","","","","","","","","","","",".","",".","",".","",".",".","33.3","."
"","Dept. Total","","43","3.579","46.5","30.2","11.6","2.3","4.7","",".","",".","2.3","",".",".","",".","",".","",".",".","2.3","."
