"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing:Med&Society","152
001","","14","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Intro-Int'l Issues Ag&Life Sci","165
001","","31","3.871","83.9","6.5","9.7",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"WISE Seminar","175
001","","21","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"World Hunger & Malnutrition","350
001","","7","2.929","14.3","28.6","14.3","14.3","28.6","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"INTER-AG
494","Dept. Total","","73","3.695","84.9","5.5","5.5","1.4","2.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","18","3.917","88.9","5.6","5.6",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","26","3.893","88.5","7.7","3.8",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.571","88.2",".","5.9",".","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","12","3.350","66.7","8.3","8.3","8.3","8.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","73","3.695","84.9","5.5","5.5","1.4","2.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","73","3.695","84.9","5.5","5.5","1.4","2.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
