"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Psychology of Personality","507
001","184","3.170","34.2","14.7","26.6","10.3","7.6","4.3","1.1","0.5",".",".",".",".",".","0.5",".","."
"Abnormal Psychology","509
001","323","3.155","27.2","24.5","23.5","10.8","9.6","3.1","0.9",".",".",".",".",".",".","0.3",".","."
"How We Read:Science&Educ Impl","520
001","54","2.892","13.0","13.0","37.0","18.5","5.6","7.4",".","1.9",".",".",".",".","1.9","1.9",".","."
"Hum Thought:Concpts,Lang,Cult","521
001","52","2.930","26.9","9.6","21.2","15.4","17.3","3.8","1.9","1.9",".",".",".",".",".",".","1.9","."
"Neurobi II:Intr-Brain&Behav","524
001","15","2.750","33.3","6.7","13.3","13.3","13.3",".","13.3","6.7",".",".",".",".",".",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","113","3.665","53.1","30.1","8.0","2.7","2.7",".",".","3.5",".",".",".",".",".",".",".","."
"","528
001","153","2.868","18.3","20.9","20.3","18.3","11.1","7.8","2.0","0.7",".",".",".",".",".",".","0.7","."
"","528
002","19","3.500","42.1","26.3","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Cultural Psychology","Course Total","172","2.938","20.9","21.5","20.3","17.4","9.9","7.0","1.7","0.6",".",".",".",".",".",".","0.6","."
"","530
001","56","3.134","25.0","23.2","26.8","14.3","7.1","1.8","1.8",".",".",".",".",".",".",".",".","."
"","530
002","14","3.536","21.4","64.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","70","3.197","24.3","31.4","24.3","11.4","5.7","1.4","1.4",".",".",".",".",".",".",".",".","."
"Psych Effects of the Internet","532
001","123","3.725","69.9","14.6","7.3","5.7","0.8","0.8",".",".",".",".",".",".","0.8",".",".","."
"","560
001","173","3.132","24.9","19.7","34.1","7.5","8.1","4.0","0.6","0.6",".",".",".",".",".","0.6",".","."
"","002
560","15","3.500","46.7","26.7","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Child Psychology","Course Total","188","3.161","26.6","20.2","32.4","7.4","8.0","3.7","0.5","0.5",".",".",".",".",".","0.5",".","."
"Honors Seminar in Child Psych","580
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","581
001","16","3.625","56.3","18.8","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","002
581","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
581","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Depth Topic","Course Total","38","3.697","57.9","26.3","13.2","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Cultural Psych-Honors","588
001","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Systems Neuroscience","611
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
005","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
621","6","3.765","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
007","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
621","7","3.925","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
014","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
016","16","3.957","81.3","6.3",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","621
017","44","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
023","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
037","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
038","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
039","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","33","3.936","90.9","3.0","6.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
044","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
049","4","***","","","","","","","","","",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","Page 309 of 435",""
