"","990
087","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
090","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
091","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Research","Course Total","78","",".",".",".",".",".","",".",".","41.0","",".",".","",".","44.9",".",".","14.1","."
"MED PHYS
621","Dept. Total","198","3.665","39.4","9.6","8.1","0.5","0.5","",".","0.5","17.2","",".",".","",".","17.7","1.0",".","5.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","8","3.733","62.5",".","25.0",".",".","",".",".","12.5","",".",".","",".",".",".",".",".","."
"Senior","","29","3.537","58.6","6.9","27.6","3.4","3.4","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","38","3.578","60.5","5.3","26.3","2.6","2.6","",".",".","2.6","",".",".","",".",".",".",".",".","."
"Special","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","156","3.769","34.0","10.9","3.2",".",".","",".",".","21.2","",".",".","",".","22.4","1.3",".","7.1","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","198","3.665","39.4","9.6","8.1","0.5","0.5","",".","0.5","17.2","",".",".","",".","17.7","1.0",".","5.6","."
