"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Naval Lab II","176
001","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation","202
001","9","3.444","33.3","22.2","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","301
001","16","3.625","43.8","43.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Weapons","302
001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Amphibious Campaigns","350
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership and Ethics","402
001","11","3.227","18.2","27.3","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory II","476
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","128","3.750","74.2","16.4","7.0","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.680","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","26","3.813","84.6","11.5",".","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","36","3.804","77.8","13.9","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","57","3.732","75.4","14.0","7.0","3.5",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","130","3.761","76.2","15.4","6.2","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","132","3.750","75.0","15.9","6.8","2.3",".",".",".",".",".",".",".",".",".",".",".","."
