"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3296","3.589","58.3","20.1","11.0","4.3","2.5","0.9","0.6","1.5","",".",".","",".","0.1","0.7",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","162","3.431","51.2","19.8","19.8","3.7","3.1","1.2","1.2",".","",".",".","",".",".",".",".",".","."
"Sophomore","","541","3.624","64.3","18.5","9.8","3.5","2.6","0.7","0.4",".","",".",".","",".",".","0.2",".",".","."
"Junior","","913","3.604","59.0","21.0","11.2","5.1","2.3","0.8","0.2",".","",".",".","",".",".","0.3",".",".","."
"Senior","","1493","3.569","56.2","21.7","11.3","4.6","2.6","1.0","0.9","0.7","",".",".","",".",".","1.0",".",".","."
"Undergraduates","","3109","3.582","58.2","20.8","11.5","4.5","2.5","0.9","0.6","0.3","",".",".","",".",".","0.6",".",".","."
"Special","","23","3.147","30.4","17.4","4.3",".","21.7",".",".","17.4","",".",".","",".",".",".",".","8.7","."
"Graduate","","164","3.862","63.4","5.5","2.4",".",".","0.6","0.6","22.0","",".",".","",".","2.4","3.0",".",".","."
"","College Total","3296","3.589","58.3","20.1","11.0","4.3","2.5","0.9","0.6","1.5","",".",".","",".","0.1","0.7",".","0.1","."
