"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"699","111","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","35","3.988","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","23","3.870","73.9","26.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Computational Complexity","001","13","3.625","30.8","53.8","7.7",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"715
Methods of Computatnl Math II","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728
Integer Optimization","001","15","3.533","53.3","13.3","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"730
Nonlinear Optimization II","001","14","3.571","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","40","3.667","45.0","40.0","12.5",".",".",".",".","2.5",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","28","3.536","42.9","39.3","7.1","3.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","13","3.500","38.5","23.1","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Machine Learning","001","92","3.722","52.2","37.0","8.7",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"761
Advanced Machine Learning","001","45","3.577","31.1","42.2","8.9","4.4",".",".",".","11.1",".",".",".",".",".",".","2.2","."
"766
Computer Vision","001","53","3.811","75.5","22.6",".",".",".",".","1.9",".",".",".",".",".",".",".",".","."
"776
Advanced Bioinformatics","001","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"784
Data Models and Languages","001","74","3.658","55.4","21.6","18.9","2.7",".",".",".","1.4",".",".",".",".",".",".",".","."
"790","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","122","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","124","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"799","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","006","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
