"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","314","3.372","43.6","20.7","13.4","7.6","8.0","1.0","1.0","4.1","",".",".","",".","",".","",".",".","0.3","0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","21","3.190","28.6","33.3","14.3","14.3","4.8",".","4.8",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","78","3.400","34.6","32.1","19.2","7.7","6.4",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","83","3.281","48.2","15.7","9.6","6.0","15.7","2.4","1.2",".","",".",".","",".","",".","",".",".",".","1.2"
"Senior","81","3.283","39.5","19.8","18.5","11.1","7.4","1.2","1.2",".","",".",".","",".","",".","",".",".","1.2","."
"Undergraduates","263","3.311","39.9","23.2","15.6","8.7","9.5","1.1","1.1",".","",".",".","",".","",".","",".",".","0.4","0.4"
"Special","4","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","46","3.887","63.0","6.5",".","2.2",".",".",".","28.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Dept. Total","314","3.372","43.6","20.7","13.4","7.6","8.0","1.0","1.0","4.1","",".",".","",".","",".","",".",".","0.3","0.3"
