"MUSIC-PERFORMANCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"990","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Recital","Course Total","","23","3.952","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","029","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","119","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","133","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","140","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","147","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","161","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","189","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","263","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","289","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"DMA Recital","Course Total","","63","3.991","84.1","1.6",".",".",".",".",".","4.8",".",".",".","1.6","7.9",".",".","."
