"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3190","3.218","21.6","30.3","24.3","10.8","5.6","1.1","1.1","4.2","",".","0.4","",".","0.1","0.4",".","0.0","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","236","3.148","17.4","34.3","26.3","12.3","6.8","0.4","2.5",".","",".",".","",".",".",".",".",".","."
"Sophomore","","741","3.271","24.3","32.0","25.6","12.1","4.0","1.1","0.7",".","",".",".","",".",".","0.1",".",".","."
"Junior","","882","3.145","17.9","30.6","26.5","13.5","7.4","1.0","1.0",".","",".","0.7","",".",".","0.8",".",".","0.6"
"Senior","","1086","3.205","20.7","33.7","25.7","9.4","6.2","1.6","1.1","0.6","",".","0.6","",".",".","0.4",".",".","0.1"
"Undergraduates","","2945","3.200","20.5","32.4","26.0","11.5","6.0","1.2","1.1","0.2","",".","0.4","",".",".","0.4",".",".","0.2"
"Special","","37","2.853","10.8","13.5","24.3","10.8",".","2.7","5.4","29.7","",".",".","",".",".",".",".","2.7","."
"Graduate","","208","3.948","38.9","3.4","0.5",".",".",".",".","55.8","",".",".","",".","1.4",".",".",".","."
"","Dept. Total","3190","3.218","21.6","30.3","24.3","10.8","5.6","1.1","1.1","4.2","",".","0.4","",".","0.1","0.4",".","0.0","0.2"
