"","990
070","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
073","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
092","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","40","",".",".",".",".",".",".",".","55.0","",".",".","",".","45.0",".",".",".","."
"M E
612","Dept. Total","3079","3.321","34.8","22.9","18.2","9.1","5.0","1.3","0.7","5.0","",".",".","",".","2.6","0.2",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.025","17.9","25.0","32.1","7.1","10.7","7.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","174","3.174","27.6","26.4","22.4","13.8","7.5","0.6","1.7",".","",".",".","",".",".",".",".",".","."
"Junior","","565","3.274","32.9","28.7","21.8","8.7","5.5","1.8","0.7",".","",".",".","",".",".",".",".",".","."
"Senior","","1747","3.282","35.3","24.4","20.2","11.3","6.1","1.5","0.9",".","",".",".","",".",".","0.3",".","0.1","."
"Undergraduates","","2514","3.272","34.0","25.5","20.8","10.9","6.1","1.6","0.9",".","",".",".","",".",".","0.2",".","0.0","."
"Special","","23","3.285","39.1","17.4","30.4","4.3","4.3","4.3",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","542","3.737","38.6","11.1","5.4","1.3","0.2",".",".","28.2","",".",".","",".","14.9","0.2",".",".","."
"","Dept. Total","3079","3.321","34.8","22.9","18.2","9.1","5.0","1.3","0.7","5.0","",".",".","",".","2.6","0.2",".","0.0","."
