"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"LCA
Dept. Total
521","166","3.525","44.6","24.7","12.7","3.0","5.4","",".","0.6","6.0","",".",".","",".","1.8","0.6","0.6",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","7","3.577","28.6","57.1","14.3",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","36","3.712","58.3","25.0","16.7",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","35","3.517","51.4","31.4","8.6","2.9","2.9","",".","2.9",".","",".",".","",".",".",".",".",".","."
"Senior","67","3.444","44.8","22.4","16.4","6.0","9.0","",".",".",".","",".",".","",".",".","1.5",".",".","."
"Undergraduates","145","3.535","49.0","26.9","14.5","3.4","4.8","",".","0.7",".","",".",".","",".",".","0.7",".",".","."
"Special","4","***","","","","","","","","","","","",".","",".",".",".","25.0",".","."
"Graduate","17","3.500","17.6","11.8",".",".","5.9","",".",".","47.1","",".",".","",".","17.6",".",".",".","."
"Dept. Total","166","3.525","44.6","24.7","12.7","3.0","5.4","",".","0.6","6.0","",".",".","",".","1.8","0.6","0.6",".","."
