"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","20","3.800","85.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","004
100","19","3.632","68.4","15.8","5.3","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"","005
100","19","3.921","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","21","3.881","90.5","4.8",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","100
007","19","3.711","68.4","26.3",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","008
100","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","20","3.925","95.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","011
100","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","226","3.863","85.0","10.2","1.8","1.3","0.4","1.3",".",".",".",".",".",".",".",".",".","."
"","104
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
104","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
104","12","3.636","41.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".","8.3",".","."
"","005
104","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","68","3.851","76.5","14.7","7.4",".",".",".",".",".",".",".",".",".",".","1.5",".","."
"","107
001","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
107","23","3.826","69.6","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
003","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
004","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","005
107","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
006","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
007","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","Course Total","138","3.912","84.8","11.6","2.9",".",".",".",".",".",".",".",".",".","0.7",".",".","."
"","112
001","21","3.714","66.7","19.0","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","112
002","19","3.722","68.4","15.8",".","5.3","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","112
003","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
004","16","3.750","93.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","112
005","20","3.579","65.0","5.0","15.0","5.0",".","5.0",".","5.0",".",".",".",".",".",".",".","."
"","006
112","19","3.816","84.2","5.3","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","112
007","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
112","15","3.464","60.0","13.3",".","6.7","6.7","6.7",".",".",".",".",".",".",".","6.7",".","."
"","112
009","17","3.618","52.9","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","166","3.742","75.3","10.8","5.4","2.4","2.4","1.2","0.6","1.2",".",".",".",".",".","0.6",".","."
"Current Directions in Art","208
001","108","3.741","73.1","13.0","9.3","1.9","1.9",".","0.9",".",".",".",".",".",".",".",".","."
"","212
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
212","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
212","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","60","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","214
001","13","3.577","53.8","23.1","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","222
001","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 76 of 435"
