"","990
027","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
028","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","10","",".",".",".",".",".",".",".","70.0","10.0",".","",".","20.0",".",".",".","."
"Indep Reading & Research","999
023","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"AFRICAN
104","Dept. Total","384","3.643","59.9","19.5","8.1","2.9","2.6","1.3","1.0","2.9","0.3",".","",".","0.5","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.604","53.8","38.5",".",".",".","7.7",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","77","3.634","63.6","19.5","7.8","2.6","3.9","1.3","1.3",".",".",".","",".",".",".",".",".","."
"Junior","","107","3.652","62.6","18.7","10.3","3.7","0.9",".","1.9",".",".",".","",".",".","1.9",".",".","."
"Senior","","130","3.587","56.9","21.5","10.0","3.1","3.8","2.3","0.8","0.8",".",".","",".",".","0.8",".",".","."
"Undergraduates","","327","3.620","60.2","20.8","9.2","3.1","2.8","1.5","1.2","0.3",".",".","",".",".","0.9",".",".","."
"Special","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","54","3.852","61.1","13.0","1.9",".","1.9",".",".","14.8","1.9",".","",".","3.7","1.9",".",".","."
"","Dept. Total","384","3.643","59.9","19.5","8.1","2.9","2.6","1.3","1.0","2.9","0.3",".","",".","0.5","1.0",".",".","."
