"L&S","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","405","3.666","50.1","30.4","10.6","2.2","0.7","0.2","",".","4.0","",".",".","",".","0.5","1.0","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.660","60.0","28.0",".","8.0","4.0",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","167","3.638","47.9","35.3","13.8","2.4","0.6",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","85","3.663","49.4","31.8","15.3","1.2",".",".","",".",".","",".",".","",".",".","1.2","1.2",".","."
"Senior","","83","3.636","49.4","34.9","8.4","2.4","1.2","1.2","",".",".","",".",".","",".",".","2.4",".",".","."
"Undergraduates","","360","3.645","49.4","33.9","11.9","2.5","0.8","0.3","",".",".","",".",".","",".",".","0.8","0.3",".","."
"Special","","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","43","3.979","55.8","2.3",".",".",".",".","",".","34.9","",".",".","",".","4.7","2.3",".",".","."
"","Dept. Total","405","3.666","50.1","30.4","10.6","2.2","0.7","0.2","",".","4.0","",".",".","",".","0.5","1.0","0.2",".","."
