"","999
077","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
091","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
092","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","39","3.984","59.0","5.1",".",".",".",".",".","28.2","",".",".","",".",".","7.7",".",".","."
"HISTORY
448","Dept. Total","2576","3.465","38.6","25.9","15.3","5.0","2.8","0.5","0.7","8.7","",".",".","",".","0.7","0.8","0.0","1.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","145","3.305","29.0","28.3","24.1","11.7","5.5","0.7",".",".","",".",".","",".",".","0.7",".",".","."
"Sophomore","","523","3.417","35.2","33.8","19.9","6.3","2.9","0.4","1.1",".","",".",".","",".",".","0.2","0.2",".","."
"Junior","","570","3.433","39.5","29.8","18.4","6.7","3.9","0.4","0.9",".","",".",".","",".",".","0.5",".",".","."
"Senior","","866","3.476","43.6","28.5","17.0","4.6","3.1","0.8","0.7","0.7","",".",".","",".","0.1","0.7",".",".","0.1"
"Undergraduates","","2104","3.436","39.4","30.2","18.6","6.1","3.4","0.6","0.8","0.3","",".",".","",".","0.0","0.5","0.0",".","0.0"
"Special","","190","3.525","12.6","5.8","1.1",".",".","0.5","1.1","65.8","",".",".","",".",".",".",".","13.2","."
"Graduate","","282","3.926","50.0","7.1","0.7",".",".",".",".","33.0","",".",".","",".","5.7","3.5",".",".","."
"","Dept. Total","2576","3.465","38.6","25.9","15.3","5.0","2.8","0.5","0.7","8.7","",".",".","",".","0.7","0.8","0.0","1.0","0.0"
