"","999
073","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
088","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
098","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","6","3.900","66.7","16.7",".",".",".",".",".",".","",".",".","",".",".","16.7",".",".","."
"A A E
108","Dept. Total","773","3.259","32.7","24.8","17.3","7.8","6.6","2.6","1.0","4.8","",".",".","",".","0.6","1.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.129","25.8","16.1","32.3","9.7","16.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","64","3.164","21.9","28.1","26.6","14.1","6.3","3.1",".",".","",".",".","",".",".",".",".",".","."
"Junior","","136","3.250","24.3","35.3","19.9","11.8","6.6","2.2",".",".","",".",".","",".",".",".",".",".","."
"Senior","","332","3.094","28.3","25.0","20.2","9.3","9.0","4.2","2.4","0.9","",".",".","",".",".","0.6",".",".","."
"Undergraduates","","563","3.141","26.5","27.4","21.5","10.5","8.5","3.4","1.4","0.5","",".",".","",".",".","0.4",".",".","."
"Special","","9","2.580",".","11.1","44.4",".","22.2","11.1",".","11.1","",".",".","",".",".",".",".",".","."
"Graduate","","201","3.774","51.7","18.4","4.5","0.5","0.5",".",".","16.4","",".",".","",".","2.5","5.5",".",".","."
"","Dept. Total","773","3.259","32.7","24.8","17.3","7.8","6.6","2.6","1.0","4.8","",".",".","",".","0.6","1.7",".",".","."
