"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"","999
025","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
029","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","12","4.000","58.3",".",".",".",".",".",".","16.7","",".",".","",".","",".","16.7",".","8.3","."
"L I S
544","Dept. Total","771","3.804","74.7","14.7","5.8","0.8","0.8","0.1","0.6","1.2","",".",".","",".","",".","1.0",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.300","60.0",".","30.0",".",".",".","10.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","34","3.912","88.2","5.9","5.9",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","99","3.833","79.8","11.1","7.1",".","2.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","78","3.688","69.2","12.8","10.3","2.6","2.6",".","1.3",".","",".",".","",".","",".",".",".",".","1.3"
"Undergraduates","","221","3.770","76.5","10.4","9.0","0.9","1.8",".","0.9",".","",".",".","",".","",".",".",".",".","0.5"
"Special","","22","3.950","81.8","9.1",".",".",".",".",".","9.1","",".",".","",".","",".",".",".",".","."
"Graduate","","528","3.814","73.7","16.7","4.7","0.8","0.4","0.2","0.6","1.3","",".",".","",".","",".","1.5",".","0.2","."
"","Dept. Total","771","3.804","74.7","14.7","5.8","0.8","0.8","0.1","0.6","1.2","",".",".","",".","",".","1.0",".","0.1","0.1"
