"MED","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","896","3.641","53.5","27.7","11.0","2.3","0.9","0.1","",".","2.2","",".",".","",".","0.4","1.3",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","30","3.494","33.3","33.3","26.7","3.3",".",".","",".",".","",".",".","",".",".",".",".","3.3","."
"Junior","132","3.464","34.8","40.2","15.2","5.3","3.8","0.8","",".",".","",".",".","",".",".",".",".",".","."
"Senior","243","3.547","37.4","42.8","14.0","4.5","1.2",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","406","3.518","36.5","41.1","15.3","4.7","2.0","0.2","",".",".","",".",".","",".",".",".",".","0.2","."
"Special","19","3.651","42.1","21.1","15.8",".",".",".","",".","5.3","",".",".","",".",".","5.3",".","10.5","."
"Graduate","143","3.758","57.3","14.0","9.1",".",".",".","",".","13.3","",".",".","",".","2.8","2.8",".","0.7","."
"Prof Yr 1","47","3.978","93.6",".","2.1",".",".",".","",".",".","",".",".","",".",".","4.3",".",".","."
"Prof Yr 2","15","3.813","86.7",".","6.7",".",".",".","",".",".","",".",".","",".",".","6.7",".",".","."
"Prof Yr 3","22","3.915","86.4","13.6",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","244","3.777","67.6","22.1","7.8","0.8",".",".","",".",".","",".",".","",".",".","1.6",".",".","."
"Professionals","328","3.799","73.5","17.4","6.4","0.6",".",".","",".",".","",".",".","",".",".","2.1",".",".","."
"Dept. Total","896","3.641","53.5","27.7","11.0","2.3","0.9","0.1","",".","2.2","",".",".","",".","0.4","1.3",".","0.4","."
