"BUS","","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RES Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"M H R
Dept. Total
236","1569","3.711","59.8","25.9","10.9","2.0","0.4","0.3","",".","0.5","",".",".","",".","0.1","0.1",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","85","3.757","63.5","28.2","5.9","2.4",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","342","3.753","62.6","27.5","7.6","1.5",".","0.3","",".",".","",".",".","",".",".","0.6",".",".","."
"Senior","565","3.691","61.1","22.5","12.4","2.7","0.5","0.7","",".","0.2","",".",".","",".",".",".",".",".","."
"Undergraduates","995","3.719","61.9","24.6","10.2","2.2","0.3","0.5","",".","0.1","",".",".","",".",".","0.2",".",".","."
"Special","46","3.557","50.0","17.4","19.6","6.5","2.2",".","",".","2.2","",".",".","",".",".",".",".","2.2","."
"Graduate","518","3.711","56.9","29.0","11.2","1.2","0.4",".","",".","1.2","",".",".","",".","0.2",".",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","9","3.611","44.4","33.3","22.2",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","10","3.550","40.0","30.0","30.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","1569","3.711","59.8","25.9","10.9","2.0","0.4","0.3","",".","0.5","",".",".","",".","0.1","0.1",".","0.1","."
