"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100
Biochemistry Freshman Seminar","001","","29","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104
Mol Mech, Human Health, You","001","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"289
Honors Independent Study","059","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","46","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","520","3.009","25.6","14.2","27.1","8.7","20.4","3.3","0.2","0.4",".",".",".",".","0.2",".",".","."
"508
General Biochemistry II","001","","160","2.741","13.8","10.6","33.1","14.4","17.5","8.1","1.3",".",".",".",".",".",".",".","1.3","."
"510
Biochm Prin-Human&Anml Nutr","001","","52","3.183","42.3","13.5","17.3","7.7","13.5","3.8","1.9",".",".",".",".",".",".",".",".","."
"550
Topics in Medical Biochem","001","","54","3.186","24.1","9.3","48.1","7.4","3.7","1.9",".","3.7",".",".",".",".","1.9",".",".","."
"551
Biochemical Methods","001","","120","3.338","37.5","30.8","14.2","6.7","5.8","5.0",".",".",".",".",".",".",".",".",".","."
"575
Biology of Viruses","001","","36","2.722","22.2","8.3","22.2","13.9","22.2","8.3","2.8",".",".",".",".",".",".",".",".","."
"609
Math Mthds for Systems Biology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"619
Adv Nutr: Metab-Macronutrients","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"620
Eukaryotic Molecular Biology","001","","44","3.352","22.7","29.5","43.2","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"625
Coenzymes&Cofactors-Enzymology","001","","15","3.067","13.3","20.0","40.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
