"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
016","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","854
017","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
018","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
019","17","",".",".",".",".",".",".",".","82.4",".",".",".",".",".",".",".","17.6"
"","854
020","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","021
854","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
022","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Clinical Program","Course Total","177","",".",".",".",".",".",".",".","93.8",".",".",".",".",".",".",".","6.2"
"Advanced Criminal Procedure","860
001","9","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","22.2"
"Institutionalized Persons","862
001","20","",".",".",".",".",".",".",".","85.0",".",".",".",".",".",".",".","15.0"
"International Tax","870
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Legal Iss: N Amer & E Asia","872
001","10","1.000","10.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Immigration Law","873
001","13","1.000","7.7",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","50","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","30","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","77","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","14","1.615","7.1",".","35.7",".","7.1",".",".",".",".",".",".",".","7.1",".",".","."
"Bioethics and the Law","905
001","33","0.894","6.1","3.0","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
001","6","0.800","16.7",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","918
002","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","918
003","6","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","18","1.182","5.6",".","16.7",".",".",".",".","38.9",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","7","2.000","28.6",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","13","1.000","7.7",".","15.4",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","940
001","14","1.500","7.1",".","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","002
940","9","1.125","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","8","2.625","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
006","8","1.750","25.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
940","6","2.133","16.7",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
940","23","1.522","8.7",".","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","8","1.750","25.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","7","2.143","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
940","23","1.381","26.1",".","4.3",".","4.3",".",".","8.7",".",".",".",".",".",".",".","."
"","940
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
014","17","1.529","17.6",".","23.5",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","940
015","11","1.435",".",".","45.5",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","940
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
036","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
039","10","2.100","30.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","159","1.670","18.2","1.3","24.5",".","1.9",".",".","7.5",".",".",".",".",".",".",".","."
