"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","42","2.845","21.4","9.5","28.6","11.9","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"","100
002","44","3.182","27.3","15.9","36.4","15.9",".","4.5",".",".",".",".",".",".",".",".",".","."
"","003
100","39","2.731","17.9","7.7","28.2","15.4","23.1","5.1","2.6",".",".",".",".",".",".",".",".","."
"","100
004","40","2.750","22.5","15.0","22.5","5.0","17.5","17.5",".",".",".",".",".",".",".",".",".","."
"","005
100","43","2.750","18.6","4.7","30.2","20.9","14.0","7.0","2.3","2.3",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","208","2.857","21.6","10.6","29.3","13.9","14.9","8.2","1.0","0.5",".",".",".",".",".",".",".","."
"","211
001","27","3.056","14.8","29.6","33.3","11.1","3.7","7.4",".",".",".",".",".",".",".",".",".","."
"","002
211","18","3.028","22.2","16.7","27.8","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","003
211","38","3.224","34.2","23.7","5.3","26.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","211
004","32","3.016","18.8","25.0","18.8","21.9","12.5","3.1",".",".",".",".",".",".",".",".",".","."
"","211
005","34","3.221","35.3","17.6","26.5","8.8","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","006
211","34","2.912","14.7","23.5","26.5","11.8","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","007
211","34","2.897","14.7","14.7","32.4","23.5","11.8",".","2.9",".",".",".",".",".",".",".",".","."
"","008
211","35","3.100","28.6","14.3","31.4","11.4","8.6","5.7",".",".",".",".",".",".",".",".",".","."
"","211
009","29","2.793","10.3","13.8","34.5","13.8","24.1","3.4",".",".",".",".",".",".",".",".",".","."
"","211
012","35","3.129","20.0","40.0","11.4","8.6","17.1","2.9",".",".",".",".",".",".",".",".",".","."
"","211
013","34","2.956","20.6","8.8","32.4","17.6","20.6",".",".",".",".",".",".",".",".",".",".","."
"","014
211","24","2.792","12.5","16.7","25.0","16.7","25.0","4.2",".",".",".",".",".",".",".",".",".","."
"","211
015","19","3.105","15.8","21.1","42.1","10.5","10.5",".",".",".",".",".",".",".",".",".",".","."
"","211
016","25","2.860","8.0","28.0","20.0","24.0","16.0","4.0",".",".",".",".",".",".",".",".",".","."
"","211
017","21","3.262","33.3","19.0","28.6","4.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"","018
211","12","2.958","8.3","25.0","41.7","16.7",".","8.3",".",".",".",".",".",".",".",".",".","."
"","020
211","30","2.750","6.7","23.3","16.7","20.0","33.3",".",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","481","3.007","19.5","21.2","25.4","15.6","15.2","2.9","0.2",".",".",".",".",".",".",".",".","."
"","300
001","179","3.254","29.6","28.5","21.8","11.2","6.1","1.7","1.1",".",".",".",".",".",".",".",".","."
"","300
002","19","3.342","26.3","42.1","15.8","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","198","3.263","29.3","29.8","21.2","10.6","6.6","1.5","1.0",".",".",".",".",".",".",".",".","."
"","301
001","46","3.217","30.4","10.9","39.1","10.9","8.7",".",".",".",".",".",".",".",".",".",".","."
"","002
301","46","3.217","28.3","21.7","26.1","17.4","4.3","2.2",".",".",".",".",".",".",".",".",".","."
"","003
301","43","3.081","20.9","11.6","30.2","37.2",".",".",".",".",".",".",".",".",".",".",".","."
"","004
301","41","3.366","36.6","17.1","29.3","17.1",".",".",".",".",".",".",".",".",".",".",".","."
"","005
301","41","3.250","17.1","31.7","31.7","17.1",".",".",".","2.4",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","217","3.225","26.7","18.4","31.3","19.8","2.8","0.5",".","0.5",".",".",".",".",".",".",".","."
"","302
001","26","3.231","19.2","26.9","46.2","3.8",".","3.8",".",".",".",".",".",".",".",".",".","."
"","302
002","21","3.071","14.3","28.6","38.1","4.8","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","003
302","28","3.161","25.0","7.1","50.0","10.7","7.1",".",".",".",".",".",".",".",".",".",".","."
"","302
004","21","3.190","28.6","9.5","57.1",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","96","3.167","21.9","17.7","47.9","5.2","4.2","2.1","1.0",".",".",".",".",".",".",".",".","."
"","310
001","37","3.230","35.1","21.6","21.6","8.1","8.1","5.4",".",".",".",".",".",".",".",".",".","."
"","310
002","39","3.359","33.3","35.9","20.5",".","7.7",".","2.6",".",".",".",".",".",".",".",".","."
"","310
003","32","3.219","28.1","25.0","28.1","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","108","3.273","32.4","27.8","23.1","6.5","5.6","3.7","0.9",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","30","3.383","30.0","36.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","406
001","23","3.217","17.4","21.7","52.2","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","406
002","16","3.188","18.8","18.8","50.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 55 of 435"
