"","699
005","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","699
011","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","699
013","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"CHICLA
228","Dept. Total","109","3.621","56.9","26.6","10.1","3.7","",".","1.8","",".","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"228
CHICLA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","31","3.427","38.7","29.0","25.8","3.2","",".","3.2","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","34","3.652","64.7","26.5",".","5.9","",".","2.9","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","38","3.832","71.1","21.1","5.3",".","",".",".","",".","2.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","108","3.622","57.4","25.9","10.2","3.7","",".","1.9","",".","0.9","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","109","3.621","56.9","26.6","10.1","3.7","",".","1.8","",".","0.9","",".",".","",".","",".","",".",".",".","."
