"L&S","","","","","","","","","","","","","","","","","","","","",""
"BOTANY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"BOTANY
208","Dept. Total","734","3.205","37.1","11.7","25.9","7.2","9.1","1.5","0.8","4.5","",".",".","",".","1.8","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.015","23.1","15.4","23.1","19.2","19.2",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","125","3.130","30.4","17.6","29.6","8.0","12.8","1.6",".",".","",".",".","",".",".",".",".",".","."
"Junior","","195","3.038","31.3","9.7","32.8","6.7","14.9","2.6","2.1",".","",".",".","",".",".",".",".",".","."
"Senior","","271","3.280","38.7","14.4","28.4","9.2","5.9","1.5","0.7","0.7","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","617","3.158","34.0","13.6","29.8","8.6","10.7","1.8","1.0","0.3","",".",".","",".",".","0.2",".",".","."
"Special","","13","3.523","30.8","7.7","23.1",".",".",".",".","30.8","",".",".","",".",".",".","7.7",".","."
"Graduate","","104","3.881","55.8","1.0","2.9",".","1.0",".",".","26.0","",".",".","",".","12.5","1.0",".",".","."
"","Dept. Total","734","3.205","37.1","11.7","25.9","7.2","9.1","1.5","0.8","4.5","",".",".","",".","1.8","0.3","0.1",".","."
