"Senior Project","463
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","699
004","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
020","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","970","3.805","78.8","11.8","4.5","0.8","1.0","0.4","0.5","1.3","0.1",".","",".","",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","86","3.857","81.4","11.6","4.7",".","1.2",".",".",".",".",".","",".","",".","1.2",".",".","."
"Sophomore","","205","3.852","82.4","8.8","5.4",".","1.0",".","0.5",".",".",".","",".","",".","2.0",".",".","."
"Junior","","175","3.799","78.9","13.7","3.4","1.1","0.6",".","0.6","1.7",".",".","",".","",".",".",".",".","."
"Senior","","459","3.785","78.4","11.8","4.4","1.3","1.1","0.9","0.4","1.5",".",".","",".","",".","0.2",".",".","."
"Undergraduates","","925","3.810","79.7","11.5","4.4","0.9","1.0","0.4","0.4","1.1",".",".","",".","",".","0.6",".",".","."
"Special","","21","3.632","57.1","19.0","4.8",".",".",".","4.8","9.5",".",".","",".","",".",".","4.8",".","."
"Graduate","","25","3.741","64.0","16.0","4.0",".","4.0",".",".","4.0","4.0",".","",".","",".","4.0",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","973","3.805","78.7","11.7","4.5","0.8","1.0","0.4","0.5","1.3","0.1",".","",".","",".","0.7","0.1",".","."
