"TERM : 1164","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","782","3.525","46.5","26.9","14.3","4.6","1.7","0.6","0.6","2.6","0.1",".","",".","0.5","1.0",".","0.1","0.4"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","45","3.439","37.8","31.1","22.2",".","2.2","4.4",".","2.2",".",".","",".",".",".",".",".","."
"Sophomore","172","3.428","37.2","33.7","17.4","5.8","2.3","1.2","1.2","0.6",".",".","",".",".",".",".",".","0.6"
"Junior","225","3.451","44.0","23.6","20.4","8.4","1.3","0.4","0.4",".",".",".","",".",".","0.4",".",".","0.9"
"Senior","196","3.585","54.1","25.5","11.2","3.6","2.6",".","1.0","0.5","0.5",".","",".",".","1.0",".",".","."
"Undergraduates","638","3.482","44.8","27.4","16.9","5.6","2.0","0.8","0.8","0.5","0.2",".","",".",".","0.5",".",".","0.5"
"Special","20","3.786","45.0","30.0",".",".",".",".",".","25.0",".",".","",".",".",".",".",".","."
"Graduate","124","3.801","55.6","23.4","3.2",".",".",".",".","9.7",".",".","",".","3.2","4.0",".","0.8","."
"Dept. Total","782","3.525","46.5","26.9","14.3","4.6","1.7","0.6","0.6","2.6","0.1",".","",".","0.5","1.0",".","0.1","0.4"
