"POLITICAL SCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshman Topics Seminar","100","001","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Internatl Relations","103","001","260","3.083","15.8","24.6","30.4","20.4","6.9","0.8","0.4","0.4",".",".",".",".","0.4",".",".","."
"Intro-Amer Politcs&Governmt","104","001","233","2.913","14.2","12.9","35.6","18.0","15.5","1.7","0.4","1.7",".",".",".",".",".",".",".","."
"Politics Around the World","106","001","134","2.886","11.9","20.1","29.9","18.7","12.7","4.5","0.7","1.5",".",".",".",".",".",".",".","."
"Research Methods in Poli Sci","200","001","45","2.889","13.3","24.4","28.9","11.1","13.3","8.9",".",".",".",".",".",".",".",".",".","."
"Spec Topics in Poli Sci","201","001","24","3.174","20.8","29.2","29.2","4.2","8.3","4.2",".",".",".",".",".",".","4.2",".",".","."
"Intro to Political Theory","209","001","153","3.530","31.4","47.7","15.7","3.9","0.7",".",".","0.7",".",".",".",".",".",".",".","."
"Law, Politics and Society","217","001","30","3.133","6.7","33.3","43.3","13.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"Understndng Politcl Numbers","218","001","50","3.267","30.0","22.0","20.0","10.0","6.0",".","2.0","2.0",".",".",".",".","8.0",".",".","."
"Politcs:Multi-Cultural Soc","231","001","43","2.884","14.0","20.9","32.6","16.3","9.3","2.3","4.7",".",".",".",".",".",".",".",".","."
"Civs of India-Modern Period","252","001","18","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eastern Europe:Interdis Survey","254","001","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","14","3.857","85.7","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Political Psych","267","001","42","3.902","83.3","9.5","4.8",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"Political Choice and Strategy","274","001","38","2.833","13.2","28.9","23.7","7.9","10.5","2.6","7.9",".",".",".",".",".","2.6","2.6",".","."
"Africa: Introductory Survey","277","001","17","3.406","11.8","52.9","29.4",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"The Politics of Human Rights","317","001","132","3.265","21.2","34.1","28.0","12.1","1.5",".","1.5","0.8",".",".",".",".","0.8",".",".","."
"Probs-Amer Foreign Policy","359","001","44","3.151","13.6","27.3","36.4","15.9","4.5",".",".","2.3",".",".",".",".",".",".",".","."
"Anal of Internatl Relations","376","001","44","3.221","38.6","20.5","11.4","9.1","15.9",".","2.3",".",".",".",".",".",".",".",".","2.3"
"","400","003","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400","004","43","3.463","34.9","34.9","11.6","11.6","2.3",".",".",".",".",".",".",".","4.7",".",".","."
"","400","006","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400","007","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Political Science","","Course Total","98","3.629","71.4","15.3","5.1","5.1","1.0",".",".",".",".",".",".",".","2.0",".",".","."
"","401","001","29","3.500","31.0","37.9","20.7",".","3.4",".",".",".",".",".",".",".",".","3.4",".","3.4"
"","401","002","16","3.625","43.8","50.0",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","401","003","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","004","48","3.490","45.8","20.8","22.9","6.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Selected Topics-Poli Sci","","Course Total","117","3.617","53.0","24.8","14.5","2.6","3.4",".",".",".",".",".",".",".",".","0.9",".","0.9"
"The American Presidency","408","001","66","3.243","18.2","25.8","36.4","9.1",".",".","1.5","7.6",".",".",".",".","1.5",".",".","."
"The American Constitution I","411","001","49","3.316","32.7","36.7","16.3","2.0","8.2","2.0","2.0",".",".",".",".",".",".",".",".","."
"Legislative Internship","427","001","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elections & Voting Behavior","467","001","50","3.302","24.0","34.0","22.0","8.0","8.0",".",".","4.0",".",".",".",".",".",".",".","."
"","506","001","11","3.500","54.5","27.3","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","506","002","14","3.591","35.7","21.4","21.4",".",".",".",".",".",".",".",".",".","7.1",".","14.3","."
"","506","003","24","3.609","41.7","41.7","8.3",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Topics in Political Philos","","Course Total","49","3.578","42.9","32.7","12.2",".","2.0","2.0",".","2.0",".",".",".",".","2.0",".","4.1","."
"Intro to Survey Research","544","001","36","3.583","55.6","27.8","2.8","11.1",".","2.8",".",".",".",".",".",".",".",".",".","."
"Intro Stat Computing-Poli Sci","553","001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Contemp Amer Polit Thought","566","001","50","3.340","24.0","38.0","22.0","14.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"Literature and Politics","570","001","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","601","001","21","3.850","71.4","19.0","4.8",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 303 of 435",""
