"","967
006","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","967
007","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Urology Clerkship-CSC","Course Total","6","3.667","33.3","66.7",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Surgical Internship Boot Camp","971
008","15","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"SURGERY
936","Dept. Total","252","3.775","70.2","16.3","6.3","0.4","",".","",".","",".","4.8","",".",".","",".","",".","",".",".","2.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","14","3.912","85.7",".","7.1",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","7.1","."
"Senior","","35","4.000","94.3",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","5.7","."
"Undergraduates","","51","3.977","92.2",".","2.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","5.9","."
"Prof Yr 2","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","35","3.609","48.6","22.9","25.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","2.9","."
"Prof Yr 4","","162","3.820","68.5","19.8","3.1","0.6","",".","",".","",".","7.4","",".",".","",".","",".","",".",".","0.6","."
"Professionals","","201","3.738","64.7","20.4","7.5","0.5","",".","",".","",".","6.0","",".",".","",".","",".","",".",".","1.0","."
"","Dept. Total","252","3.775","70.2","16.3","6.3","0.4","",".","",".","",".","4.8","",".",".","",".","",".","",".",".","2.0","."
