"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1953","3.718","59.0","17.5","9.3","2.5","0.6","0.1","",".","2.2","",".","8.8","",".","0.2","",".",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.833","41.7","8.3",".",".",".",".","",".",".","",".","50.0","",".",".","",".",".",".","."
"Sophomore","","78","3.960","80.8","3.8","1.3",".",".",".","",".",".","",".","14.1","",".",".","",".",".",".","."
"Junior","","235","3.637","53.6","19.6","8.9","3.4","0.4",".","",".",".","",".","14.0","",".",".","",".",".",".","."
"Senior","","1239","3.670","53.1","21.1","11.9","3.2","0.6","0.1","",".",".","",".","9.8","",".",".","",".",".",".","."
"Undergraduates","","1564","3.675","54.5","19.9","10.9","3.1","0.6","0.1","",".",".","",".","11.0","",".",".","",".",".",".","."
"Special","","21","3.793","71.4","14.3","9.5",".",".",".","",".",".","",".",".","",".",".","",".",".","4.8","."
"Graduate","","345","3.910","76.5","7.2","2.6",".","0.6",".","",".","12.2","",".",".","",".","0.9","",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","20","3.973","95.0","5.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","23","3.930","91.3","4.3","4.3",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"","College Total","1953","3.718","59.0","17.5","9.3","2.5","0.6","0.1","",".","2.2","",".","8.8","",".","0.2","",".",".","0.1","."
