"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Intermediate Algebra","101
002","14","3.000","35.7","14.3","21.4",".","7.1","7.1","7.1",".",".",".",".",".",".",".","7.1","."
"","112
001","47","2.500","12.8","6.4","27.7","6.4","29.8","12.8","2.1",".",".",".",".",".","2.1",".",".","."
"","112
004","50","2.340","14.0","10.0","22.0","14.0","10.0","22.0","8.0",".",".",".",".",".",".",".",".","."
"","112
007","40","2.263","10.0","2.5","15.0","20.0","35.0","12.5","5.0",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","137","2.371","12.4","6.6","21.9","13.1","24.1","16.1","5.1",".",".",".",".",".","0.7",".",".","."
"","113
001","38","2.921","18.4","10.5","31.6","15.8","23.7",".",".",".",".",".",".",".",".",".",".","."
"","113
002","32","2.766","15.6","9.4","25.0","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"","113
003","25","2.620","8.0","12.0","20.0","32.0","20.0","8.0",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","95","2.789","14.7","10.5","26.3","23.2","21.1","4.2",".",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","114
001","86","2.494","24.4","7.0","15.1","12.8","17.4","15.1","8.1",".",".",".",".",".",".",".",".","."
"","130
001","32","2.688","15.6","9.4","31.3","15.6","15.6","9.4","3.1",".",".",".",".",".",".",".",".","."
"","130
002","36","3.083","25.0","25.0","19.4","19.4","5.6","2.8","2.8",".",".",".",".",".",".",".",".","."
"Math for","Course Total","68","2.897","20.6","17.6","25.0","17.6","10.3","5.9","2.9",".",".",".",".",".",".",".",".","."
"Math for Tchng: Geom&Measrmnt","131
002","19","3.289","52.6","5.3","21.1",".","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","132
001","19","3.333","36.8","21.1","21.1",".","15.8",".",".",".",".",".",".",".","5.3",".",".","."
"","132
002","23","3.326","39.1","17.4","30.4","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","42","3.329","38.1","19.0","26.2","2.4","9.5","2.4",".",".",".",".",".",".","2.4",".",".","."
"Algebraic Reasong-Teachng Math","135
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mathematics for Teaching","138
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","35","3.557","62.9","11.4","14.3","8.6",".",".","2.9",".",".",".",".",".",".",".",".","."
"","211
001","209","2.925","20.6","13.9","23.9","17.2","21.5","1.0","1.0","0.5",".",".",".",".","0.5",".",".","."
"","211
002","260","3.023","28.1","18.8","17.3","18.1","11.2","4.6","1.9",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","469","2.980","24.7","16.6","20.3","17.7","15.8","3.0","1.5","0.2",".",".",".",".","0.2",".",".","."
"Calc/Intro-Differntl Equats","213
001","125","3.200","40.8","11.2","22.4","6.4","16.8","0.8","1.6",".",".",".",".",".",".",".",".","."
"","217
001","187","2.987","20.3","12.8","30.5","23.0","10.2","3.2",".",".",".",".",".",".",".",".",".","."
"","002
217","221","2.846","18.1","14.5","25.3","19.0","16.7","4.5","1.8",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig II","Course Total","408","2.911","19.1","13.7","27.7","20.8","13.7","3.9","1.0",".",".",".",".",".",".",".",".","."
"","221
001","211","2.662","22.7","10.0","25.1","8.1","14.7","14.2","4.7",".",".",".",".",".","0.5",".",".","."
"","002
221","190","2.743","25.3","9.5","24.2","10.5","12.1","12.6","4.2","0.5",".",".",".",".","1.1",".",".","."
"Calculus&Analytic Geometry 1","Course Total","401","2.700","23.9","9.7","24.7","9.2","13.5","13.5","4.5","0.2",".",".",".",".","0.7",".",".","."
"","222
001","169","2.873","23.7","18.9","23.7","8.9","13.6","5.9","5.3",".",".",".",".",".",".",".",".","."
"","222
002","244","2.882","22.5","16.8","22.5","13.9","13.9","6.6","2.9",".",".",".",".",".","0.4","0.4",".","."
"","003
222","228","2.952","18.4","22.8","20.2","18.4","15.4","4.4","0.4",".",".",".",".",".",".",".",".","."
"","004
222","262","2.819","22.5","13.7","23.7","12.6","16.8","7.6","3.1",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","903","2.880","21.7","17.8","22.5","13.7","15.1","6.2","2.8",".",".",".",".",".","0.1","0.1",".","."
"","228
033","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","034
228","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
054","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
073","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","56","3.991","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","269","2.856","13.4","18.6","30.1","20.4","9.3","4.8","2.6","0.4",".",".",".",".","0.4",".",".","."
"","234
002","252","3.012","21.4","22.6","23.4","17.1","8.7","3.6","2.4",".",".",".",".",".","0.8",".",".","."
"","003
234","298","2.904","27.2","8.4","22.8","17.4","17.1","5.0","1.7",".",".",".",".",".","0.3",".",".","."
