"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
002","9","2.500",".","11.1","33.3","11.1","22.2","11.1",".","11.1",".",".",".",".",".",".",".","."
"","003
102","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
102","14","2.643",".","21.4","35.7","21.4","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"","006
102","13","2.885","15.4","7.7","30.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".","."
"","102
007","10","2.850",".","20.0","50.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","102
008","7","3.000",".","28.6","57.1",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","010
102","12","2.833","16.7","16.7","25.0","16.7","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","78","2.896","11.5","17.9","35.9","15.4","14.1","2.6","1.3","1.3",".",".",".",".",".",".",".","."
"","203
001","11","3.455","45.5","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","002
203","12","3.292","33.3","41.7","16.7",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","203
003","10","3.550","60.0","10.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","203
004","14","3.357","21.4","42.9","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","005
203","13","2.962","7.7","23.1","46.2","15.4",".","7.7",".",".",".",".",".",".",".",".",".","."
"","203
006","14","3.500","64.3","21.4",".","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"","007
203","14","3.500","28.6","50.0","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","203
008","17","3.529","35.3","35.3","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
203","13","3.231","7.7","30.8","61.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
010","11","3.318","27.3","18.2","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","203
011","14","3.143","21.4","28.6","21.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","012
203","18","3.056","5.6","33.3","38.9","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","014
203","13","3.038","23.1","15.4","30.8","7.7","23.1",".",".",".",".",".",".",".",".",".",".","."
"","203
015","13","3.346","30.8","38.5","15.4",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","187","3.299","28.3","29.9","28.3","5.3","6.4","0.5","1.1",".",".",".",".",".",".",".",".","."
"","204
001","11","3.318","45.5","9.1","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","204
002","14","3.714","64.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","17","3.588","58.8","11.8","23.5",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","204
005","19","3.500","42.1","36.8","10.5",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","006
204","18","3.444","38.9","16.7","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","20","3.625","50.0","35.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","204
008","19","3.763","68.4","15.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
204","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","20","3.775","70.0","15.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
011","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
204","15","3.714","73.3",".","13.3",".","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"","013
204","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
014","10","3.450","30.0","30.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
015","18","3.278","27.8","22.2","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","245","3.629","56.3","20.4","18.4","1.2","3.3",".",".","0.4",".",".",".",".",".",".",".","."
"","001
223","168","3.598","57.1","19.0","17.3","3.0","2.4","0.6","0.6",".",".",".",".",".",".",".",".","."
"","002
223","6","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","174","3.589","55.7","19.5","18.4","2.9","2.3","0.6","0.6",".",".",".",".",".",".",".",".","."
"","224
001","121","3.289","50.4","14.0","15.7","4.1","9.1","2.5","4.1",".",".",".",".",".",".",".",".","."
"","002
224","24","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
