"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","",""
"Peer Ldrshp&Mntrshp-Trans Stdt","350
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","502
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
502","21","3.738","85.7","4.8",".",".","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","502
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wkshp-Ed Leadership & Pol Anal","Course Total","41","3.896","92.7","2.4",".",".","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"","700
001","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","700
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Experience-Ed Ldrship","Course Total","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Intro-Higher & Post-Sec Ed","701
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Eval & Support Quality Teachng","703
001","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Intro to Qualitative Research","719
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Data-Based Decision-Making","726
001","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"HPE Capstone Seminar","777
001","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Quant Inquiry in Educ","822
002","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"Adv Rsch Methods-Ed Admin","825
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Surveys/Quant Data Collection","827
001","11","3.900","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Financng Postsecondry Educ","831
001","14","3.571","50.0","14.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public School Law","840
001","9","3.938","77.8","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Legal Aspects of Higher Ed","841
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technology Leadership","844
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Politics of Education","870
002","23","3.857","65.2","26.1",".",".",".",".",".",".",".",".",".",".","8.7",".",".","."
"Theory&Practice-Ed Planning","875
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","881
001","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","881
002","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ideas of Univ:Learning for 21C","Course Total","35","3.929","88.6","8.6","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","888
001","18","3.861","83.3","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","888
002","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assessment in Higher Education","Course Total","35","3.871","80.0","14.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
001","16","3.844","81.3","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
004","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
006","21","3.905","90.5",".","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
940","15","3.958","73.3","6.7",".",".",".",".",".","6.7",".",".",".",".","13.3",".",".","."
"","940
009","22","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics Seminar-Educ Leadership","Course Total","110","3.909","80.9","10.9","1.8","0.9",".",".",".","1.8",".",".",".",".","3.6",".",".","."
"","990
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","036
990","12","",".",".",".",".",".",".",".","66.7",".",".",".","25.0",".","8.3",".","."
"","990
042","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
043","7","",".",".",".",".",".",".",".",".",".",".",".","71.4","28.6",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","Page 95 of 435",""
