"EDU","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","",""
"RP & SE
Dept. Total
194","847","3.950","89.4","3.4","1.3","0.5","0.5","0.1","",".","1.8","0.1",".","",".","1.2","1.8",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","30","3.850","90.0","3.3","3.3",".",".","3.3","",".",".",".",".","",".",".",".",".",".","."
"Sophomore","104","3.917","91.3","2.9","2.9",".","1.9",".","",".",".",".",".","",".",".","1.0",".",".","."
"Junior","183","3.956","93.4","2.7","1.6",".","0.5",".","",".",".",".",".","",".",".","1.6",".",".","."
"Senior","331","3.962","93.7","3.0","0.9","0.9","0.3",".","",".",".",".",".","",".",".","1.2",".",".","."
"Undergraduates","648","3.948","93.1","2.9","1.5","0.5","0.6","0.2","",".",".",".",".","",".",".","1.2",".",".","."
"Special","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","195","3.956","76.9","5.1","0.5","0.5",".",".","",".","7.7","0.5",".","",".","5.1","3.6",".",".","."
"Dept. Total","847","3.950","89.4","3.4","1.3","0.5","0.5","0.1","",".","1.8","0.1",".","",".","1.2","1.8",".",".","."
