"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","737
002","30","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Developg New Products:Practicm","Course Total","68","3.816","66.2","30.9","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"","765
003","41","3.854","80.5","14.6",".","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"","765
004","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
006","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
030","33","3.712","51.5","39.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
031","37","3.676","51.4","32.4","16.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","181","3.787","71.8","21.5","5.0","1.1",".",".",".",".",".",".",".",".",".",".","0.6","."
"Quant Models in Marketing","001
815","37","3.486","27.0","43.2","29.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Marketing PhD","972
001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
138","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
160","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Marketing","Course Total","5","***","","","","","","","","","","","","","","","",""
"","999
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","4","***","","","","","","","","","","","","","","","",""
