"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","157","3.736","64.3","14.0","8.3","2.5","1.9","0.6","",".","5.1","",".",".","",".","",".","1.9","1.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.750","66.7","16.7","16.7",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","20","3.747","85.0","5.0",".","5.0",".","5.0","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","40","3.669","60.0","25.0","10.0",".","5.0",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","47","3.602","51.1","19.1","17.0","6.4","2.1",".","",".",".","",".",".","",".","",".","2.1","2.1",".","."
"Undergraduates","","113","3.663","61.1","18.6","11.5","3.5","2.7","0.9","",".",".","",".",".","",".","",".","0.9","0.9",".","."
"Special","","19","4.000","68.4",".",".",".",".",".","",".","15.8","",".",".","",".","",".","10.5","5.3",".","."
"Graduate","","24","4.000","79.2",".",".",".",".",".","",".","20.8","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","157","3.736","64.3","14.0","8.3","2.5","1.9","0.6","",".","5.1","",".",".","",".","",".","1.9","1.3",".","."
