"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"GEOGRAPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","","",""
"GEOG
416","Dept. Total","1583","3.361","39.2","22.4","16.9","5.7","5.7","1.8","1.5","4.6","",".","0.3","",".","0.8","0.6",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","121","3.410","47.1","20.7","13.2","8.3","7.4","2.5","0.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","","256","3.335","38.7","27.7","17.2","6.6","3.9","2.3","2.7",".","",".",".","",".",".","0.8",".",".","."
"Junior","","350","3.309","37.4","23.7","19.4","8.0","7.7","2.3","0.6","0.3","",".",".","",".",".","0.3",".","0.3","."
"Senior","","638","3.312","37.0","24.3","18.7","5.3","6.4","1.7","2.0","3.9","",".",".","",".",".","0.6",".",".","."
"Undergraduates","","1365","3.325","38.3","24.5","18.1","6.5","6.4","2.1","1.7","1.9","",".",".","",".",".","0.5",".","0.1","."
"Special","","83","3.524","36.1","13.3","18.1","2.4","2.4",".",".","12.0","",".","6.0","",".",".",".",".","6.0","."
"Graduate","","134","3.846","50.0","6.7","3.7",".","0.7",".",".","27.6","",".",".","",".","9.7","1.5",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1583","3.361","39.2","22.4","16.9","5.7","5.7","1.8","1.5","4.6","",".","0.3","",".","0.8","0.6",".","0.4","."
